"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HK","Halcon Resources Corporation","7.32","$1.1B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HK.WS","Halcon Resources Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hk.ws",
"HAL","Halliburton Company","44.76","$39.05B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HYH","Halyard Health, Inc.","47.53","$2.23B","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hyh",
"HBB","Hamilton Beach Brands Holding Company","26.64","$364.26M","2017","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hbb",
"HBI","Hanesbrands Inc.","21.24","$7.74B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hbi",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","23.67","$1.22B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","51.01","$8.58B","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog",
"HMY","Harmony Gold Mining Company Limited","1.74","$773.53M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy",
"HRS","Harris Corporation","141.94","$16.92B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrs",
"HSC","Harsco Corporation","17.65","$1.42B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","0.9538","$59.65M","1993","Technology","Advertising","http://www.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","29.96","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","55.55","$19.82B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hig",
"HIG.WS","Hartford Financial Services Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hig.ws",
"HVT","Haverty Furniture Companies, Inc.","23.75","$503.96M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","37.22","$4.05B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HE^U","Hawaiian Electric Industries, Inc.","27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u",
"HCHC","HC2 Holdings, Inc.","5.8","$249.72M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","87.59","$31.01B","2011","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","30","$293.46M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hci",
"HCP","HCP, Inc.","26.97","$12.65B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","96.14","$82.12B","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb",
"HR","Healthcare Realty Trust Incorporated","32.96","$4.12B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","31.28","$6.41B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hta",
"HLS","HealthSouth Corporation","49.77","$4.89B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HL","Hecla Mining Company","3.8","$1.52B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","53.45","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","91.25","$7.71B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","6.68","$986.77M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","57.92","$6.29B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HLF","Herbalife LTD.","70.55","$6.15B","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","62.46","$1.77B","2016","n/a","n/a","http://www.nasdaq.com/symbol/hri",
"HTGC","Hercules Capital, Inc.","13.1","$1.1B","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGX","Hercules Capital, Inc.","25.3574","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HRTG","Heritage Insurance Holdings, Inc.","17.2","$419.68M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hrtg",
"HT","Hersha Hospitality Trust","17.46","$726.51M","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","25.3472","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^d",
"HT^E","Hersha Hospitality Trust","25.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^e",
"HSY","Hershey Company (The)","113.16","$23.84B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","21.98","$1.84B","2016","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","44.1","$14.01B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HES^A","Hess Corporation","54.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a",
"HESM","Hess Midstream Partners LP","21.4","$1.17B","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","14.32","$22.84B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","61.2","$5.5B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HF","HFF, Inc.","44.67","$1.72B","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HCLP","Hi-Crush Partners LP","10.9","$992.23M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"HFRO","Highland Floating Rate Opportunities Fund","15.36","$1.1B","2017","n/a","n/a","http://www.nasdaq.com/symbol/hfro",
"HIW","Highwoods Properties, Inc.","51.65","$5.33B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","5.4","$280.14M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","44.75","$2.82B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","83.33","$5.48B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","23.89","$2.29B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","42.07","$4.17B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","76.75","$24.56B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","34.8","$1.51B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","17.7","$582.7M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","26.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","33.85","$2.18B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","48.06","$8.52B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","183.03","$213.73B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","33.73","$60.79B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","155.8","$118.69B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","43.75","$1.78B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","13.56","$338.16M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTFA","Horizon Technology Finance Corporation","25.52","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/htfa",
"HRL","Hormel Foods Corporation","37.12","$19.59B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","3","$111.15M","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HST","Host Hotels & Resorts, Inc.","19.85","$14.69B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","45.51","$3B","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","2.46","$363.08M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","128.57","$5.56B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","20.85","$34.82B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","16.74","$3.36B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","51.44","$205.71B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","27.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.99","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HNP","Huaneng Power International, Inc.","24.81","$9.43B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","129.33","$7.08B","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","85.35","$3.19B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","7.6","$1.99B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","Hudbay Minerals Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","34.52","$5.39B","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","1.35","$54M","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","256.24","$36.61B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","235.09","$10.64B","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","31.79","$7.63B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","70.75","$8.41B","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","83.78","$1.38B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","5.48","$2.55B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","9.43","$30.24B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","95.22","$4.8B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","130.42","$9.96B","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","10.7","$265.8M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"ITW","Illinois Tool Works Inc.","163.82","$56.12B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","24.35","$1.58B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","3.65","$138.63M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","28","$416.15M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IRT","Independence Realty Trust, Inc.","10.19","$851.05M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irt",
"IFN","India Fund, Inc. (The)","27.45","$779.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","58.81","$2.94B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","15.89","$36.5B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","20.21","$885.14M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"ING","ING Group, N.V.","18.31","$71.15B","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"ISF","ING Group, N.V.","25.74","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","26.08","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"IR","Ingersoll-Rand plc (Ireland)","87.13","$21.77B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","72.42","$3.05B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","138.33","$9.94B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","20.32","$71.64M","2016","Finance","Real Estate","http://www.nasdaq.com/symbol/iipr",
"IIPR^A","Innovative Industrial Properties, Inc.","25.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iipr^a",
"IPHI","Inphi Corporation","36.86","$1.57B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"INSI","Insight Select Income Fund","19.78","$211.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/insi",
"NSP","Insperity, Inc.","115.15","$2.4B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"IBP","Installed Building Products, Inc.","68.9","$2.2B","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"INST","Instructure, Inc.","33.55","$1.02B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"ITGR","Integer Holdings Corporation","45.8","$1.45B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"I","Intelsat S.A.","3.37","$401.03M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"ICE","Intercontinental Exchange Inc.","70.48","$41.23B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","60.15","$11.43B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IFF","Internationa Flavors & Fragrances, Inc.","153.04","$12.09B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBM","International Business Machines Corporation","153.91","$142.49B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","27.15","$5.5B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","56.48","$23.32B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","17.11","$497.73M","2016","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/insw",
"IPG","Interpublic Group of Companies, Inc. (The)","20.15","$7.83B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"IPL^D","Interstate Power and Light Company","25.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","56.27","$4.01B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"IPI","Intrepid Potash, Inc","3.83","$500.85M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","13.19","$1.59B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IVC","Invacare Corporation","17.4","$571.35M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"VBF","Invesco Bond Fund","19.09","$217.19M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.68","$606.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","11.66","$863.94M","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","9.75","$233.43M","2016","n/a","n/a","http://www.nasdaq.com/symbol/ihit",
"IHTA","Invesco High Income 2024 Target Term Fund","10.0023","$81.02M","2017","n/a","n/a","http://www.nasdaq.com/symbol/ihta",
"VLT","Invesco High Income Trust II","14.57","$118.29M","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","18.35","$2.05B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^C","INVESCO MORTGAGE CAPITAL INC","25.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^c",
"IVR^A","Invesco Mortgage Capital Inc.","25.3572","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","8.02","$380.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","12.42","$837.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","12.47","$689.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.16","$289.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","36.96","$15.05B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","12.43","$657.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","4.39","$790.36M","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","13.53","$263.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","13.3","$721.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","14.84","$698.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ITG","Investment Technology Group, Inc.","19.05","$629.81M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"IRET","Investors Real Estate Trust","5.75","$693.37M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^C","Investors Real Estate Trust","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^c",
"NVTA","Invitae Corporation","8.46","$447.92M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","23.7","$12.29B","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/invh",
"IO","Ion Geophysical Corporation","13.25","$157.62M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IQV","IQVIA Holdings, Inc.","102.22","$21.26B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iqv",
"IRM","Iron Mountain Incorporated","38.34","$10.23B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","30","$1.74B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs",
"ICL","Israel Chemicals Shs","4.09","$5.22B","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"STAR          ","iStar Financial Inc.","11.33","$772.71M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star",
"STAR^D","iStar Financial Inc.","25.4908","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^G","iStar Financial Inc.","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","25.099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","11.81","$4.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","12.57","$81.82B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"ITT","ITT Inc.","52.86","$4.65B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","14.58","$241.55M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","105.51","$366.09B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM.WS","J P Morgan Chase & Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws",
"JPM^A","J P Morgan Chase & Co","25.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","26.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b",
"JPM^E","J P Morgan Chase & Co","26.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","26.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","27.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","27.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","10.3","$151.36M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","7.27","$318.05M","2017","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/jill",
"JCP","J.C. Penney Company, Inc. Holding Company","3.02","$940.95M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","118.15","$13.42B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JBL","Jabil Inc.","28.53","$5.04B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl",
"JEC","Jacobs Engineering Group Inc.","68.16","$8.21B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"JAG","Jagged Peak Energy Inc.","14.63","$3.12B","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jag",
"JHX","James Hardie Industries plc.","16.91","$7.46B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JHG","Janus Henderson Group plc","36.57","$7.33B","2017","Finance","Investment Managers","http://www.nasdaq.com/symbol/jhg",
"JOF","Japan Smaller Capitalization Fund Inc","13.67","$387.32M","1990","n/a","n/a","http://www.nasdaq.com/symbol/jof",
"JBGS","JBG SMITH Properties","34.33","$4.05B","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jbgs",
"JELD","JELD-WEN Holding, Inc.","39.08","$4.12B","2017","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","20.11","$287.01M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jcap",
"JT","Jianpu Technology Inc.","8","$1.33B","2017","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","24.4","$794.14M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","5.41","$116.1M","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","25.62","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC.CL","JMP Group LLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmpc.cl",
"JMPD","JMP Group LLC","25.01","n/a","2017","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpd",
"JBT","John Bean Technologies Corporation","110.55","$3.49B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","37.86","$705.56M","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","16.84","$205.53M","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","14.55","$169.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","17.23","$150.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","21.09","$448.53M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf",
